key-for-ranking,Metro_2013,Unemployment_rate_2007,Unemployment_rate_2008,Unemployment_rate_2009,Unemployment_rate_2010,Unemployment_rate_2011,Unemployment_rate_2012,Unemployment_rate_2013,Unemployment_rate_2014,Unemployment_rate_2015,Unemployment_rate_2016
17085,0.0,4.0,5.5,9.0,8.9,7.9,7.6,7.6,6.1,5.4,5.4
17087,0.0,6.3,8.0,10.5,12.5,11.7,11.6,12.2,9.5,8.5,8.7
17089,1.0,4.5,6.0,10.5,11.0,9.8,8.9,8.7,6.8,5.7,5.5
17091,1.0,6.3,8.3,12.2,12.4,11.5,10.4,10.4,7.9,6.8,6.4
17093,1.0,4.3,5.8,10.1,10.1,9.3,8.4,8.4,6.5,5.2,5.1
17095,0.0,5.0,6.4,9.6,9.6,8.8,8.3,8.9,6.9,6.1,6.2
17097,1.0,4.8,6.4,9.8,9.8,8.8,8.1,7.9,6.4,5.4,5.2
17099,0.0,5.9,7.7,12.2,12.0,10.7,10.0,10.3,8.1,6.9,6.8
17101,0.0,4.8,7.3,10.0,10.7,10.6,10.2,10.2,7.7,7.1,7.4
17103,0.0,5.0,6.8,10.5,10.0,9.1,8.3,8.0,6.2,5.3,5.1
17105,0.0,4.4,5.8,10.3,10.0,8.4,7.7,8.1,6.4,5.4,5.4
17107,0.0,4.8,6.6,9.3,8.7,7.8,7.5,8.1,6.4,5.4,5.3
17109,0.0,4.2,5.4,8.6,8.5,7.9,7.6,8.3,6.8,6.1,6.3
17111,1.0,4.3,5.8,9.8,10.5,9.9,9.0,8.6,6.6,5.4,5.2
17113,1.0,3.7,4.9,7.2,7.1,6.6,6.4,6.6,5.4,4.8,5.1
17115,1.0,5.6,6.8,11.5,11.2,10.0,9.9,11.3,8.5,7.0,6.6
17117,1.0,5.9,7.4,10.6,10.3,9.7,9.5,9.5,7.4,6.3,6.0
17119,1.0,5.3,6.4,10.2,9.8,8.9,8.8,8.9,7.0,6.0,5.9
17121,0.0,6.3,8.2,11.9,10.8,10.0,9.8,10.1,7.6,6.7,6.4
17123,1.0,4.3,5.4,10.5,10.3,8.9,8.3,9.1,7.0,6.6,6.6
17125,0.0,6.5,7.8,12.3,12.2,10.6,10.0,10.9,8.5,7.1,7.1
17127,0.0,5.6,7.0,9.0,9.5,8.8,9.6,9.8,7.9,7.3,7.1
17129,1.0,4.4,5.5,7.4,7.5,7.2,7.0,7.0,5.6,4.7,4.6
17131,1.0,5.4,6.7,10.3,9.9,8.3,7.7,7.8,7.0,6.2,6.2
17133,1.0,4.2,5.2,7.8,7.3,6.7,6.7,6.7,5.3,4.4,4.1
17135,0.0,6.5,8.5,11.9,12.3,11.9,11.2,10.9,8.7,7.5,7.1
17137,0.0,4.9,6.0,8.1,8.4,8.0,7.7,7.8,5.9,5.0,4.9
17139,0.0,3.6,5.1,8.7,8.5,7.6,7.1,7.2,5.4,4.3,4.6
17141,0.0,5.5,7.7,12.5,12.4,11.4,10.1,9.9,7.3,6.1,5.9
17143,1.0,4.6,5.7,11.0,10.5,9.2,8.4,9.6,7.6,6.8,6.9
17145,0.0,8.2,9.5,12.0,11.0,10.2,10.6,11.0,8.4,7.1,7.1
17147,1.0,3.8,4.9,8.0,7.8,7.1,6.9,7.2,5.6,5.0,4.9
17149,0.0,4.5,5.8,8.1,9.0,8.0,7.5,7.5,5.7,5.1,5.1
17151,0.0,6.9,8.3,10.4,9.5,8.9,8.6,9.2,8.2,7.0,6.9
17153,0.0,7.1,9.2,11.1,12.4,12.0,11.4,12.5,10.3,8.8,8.5
17155,0.0,5.7,7.0,13.6,12.0,10.3,9.3,9.9,7.6,6.1,5.6
17157,0.0,5.2,6.5,9.2,8.8,8.2,8.4,8.4,6.6,5.4,5.0
17159,0.0,4.7,6.4,10.1,8.9,8.2,8.0,8.3,6.4,5.8,5.9
17161,1.0,4.5,5.5,9.2,9.5,8.5,8.0,8.3,7.0,6.3,6.3
17163,1.0,6.1,7.5,10.9,10.3,9.7,9.5,9.8,7.8,6.6,6.1
17165,0.0,6.4,8.0,9.9,10.2,9.5,9.1,10.6,8.1,7.7,8.6
17167,1.0,4.4,5.6,7.5,7.7,7.4,7.2,7.4,5.9,5.2,4.9
17169,0.0,4.0,5.1,6.7,8.3,8.0,7.9,8.3,6.7,5.8,5.6
17171,0.0,5.1,5.9,7.8,8.7,8.2,8.7,8.9,6.8,5.9,5.6
17173,0.0,4.8,6.5,9.8,9.7,9.1,8.6,8.7,6.7,5.9,5.7
17175,1.0,5.1,6.3,10.4,9.7,8.7,8.1,9.5,7.5,6.6,7.3
17177,0.0,5.1,6.7,11.4,11.1,9.8,9.0,9.4,7.3,6.6,5.9
17179,1.0,4.2,5.2,10.5,9.9,8.3,7.5,8.6,6.7,6.2,6.4
17181,0.0,6.8,8.5,11.2,12.0,11.6,10.9,11.2,8.8,7.7,7.4
17183,1.0,6.1,7.7,11.5,11.4,9.9,9.3,10.6,8.4,7.0,7.2
17185,0.0,5.4,7.2,10.4,9.8,8.9,7.9,7.5,5.9,5.6,6.3
17187,0.0,4.4,5.6,7.5,7.8,7.2,7.1,7.4,5.8,5.2,5.3
17189,0.0,4.5,5.9,8.1,7.2,6.6,6.3,6.2,4.7,3.8,3.8
17191,0.0,4.7,6.3,10.0,8.9,8.0,7.7,7.8,6.6,6.9,8.5
17193,0.0,5.1,6.3,8.6,8.5,7.9,7.6,7.7,5.8,5.7,6.6
17195,0.0,5.3,6.7,10.4,10.3,9.5,8.8,8.7,6.9,6.2,5.8
17197,1.0,4.8,6.1,10.3,11.1,10.6,9.8,9.8,7.6,6.2,6.0
17199,1.0,6.4,6.9,9.2,9.7,9.0,8.6,9.0,7.1,6.2,6.2
17201,1.0,5.9,8.4,15.0,14.0,11.9,10.5,10.5,8.2,7.0,6.7
17203,1.0,3.4,4.2,8.2,7.7,6.4,6.0,7.1,5.5,5.0,5.5
18000,,4.6,5.9,10.3,10.4,9.1,8.3,7.7,6.0,4.8,4.4
18001,0.0,4.3,7.6,14.6,10.1,7.8,7.0,6.1,4.6,3.8,3.6
18003,1.0,4.8,6.0,10.5,10.7,9.3,8.4,7.5,5.7,4.6,4.3
18005,1.0,3.6,4.6,9.6,9.5,7.6,6.4,6.0,4.4,3.6,3.4
18007,1.0,4.4,5.2,10.0,9.2,7.9,7.5,7.1,5.4,4.5,4.2
18009,0.0,5.8,7.6,14.0,14.4,12.3,11.4,9.9,7.4,6.0,5.3
18011,1.0,3.5,4.3,7.7,7.6,6.7,6.1,5.7,4.4,3.7,3.4
18013,1.0,4.4,5.7,9.9,10.4,9.2,8.0,7.4,6.0,4.8,4.0
18015,1.0,4.1,5.9,10.6,9.9,8.3,7.4,7.0,5.2,4.3,4.2
18017,0.0,4.9,6.3,12.0,10.8,9.4,8.6,7.7,5.8,4.6,4.6
18019,1.0,4.3,5.3,8.7,9.5,8.9,7.8,6.9,5.4,4.5,4.2
18021,1.0,5.8,7.1,11.2,11.1,10.4,9.9,8.9,6.8,5.3,4.7
18023,0.0,4.5,5.5,10.8,10.1,8.6,8.0,7.1,5.1,4.0,3.9
18025,0.0,6.1,7.5,12.3,12.9,11.9,10.6,10.0,7.7,6.0,5.6
18027,0.0,3.1,3.8,5.9,6.5,6.1,6.0,5.7,4.5,3.8,3.5
18029,1.0,5.0,5.9,9.8,10.9,9.6,8.9,8.5,6.6,5.1,4.7
18031,0.0,4.5,6.3,12.4,11.6,9.8,8.1,6.7,4.9,4.1,3.6
18033,0.0,5.5,7.3,13.7,11.9,9.7,8.3,7.2,5.2,4.1,3.9
18035,1.0,5.3,6.7,10.7,11.6,10.2,9.4,8.6,7.0,5.7,5.1
18037,0.0,3.1,3.8,7.5,7.5,6.1,5.7,5.3,4.1,3.4,3.1
18039,1.0,4.6,8.6,17.9,13.3,10.8,8.9,7.2,5.1,3.9,3.5
18041,0.0,7.2,11.4,15.2,14.6,12.6,11.1,10.3,7.8,6.6,5.7
18043,1.0,4.1,5.1,8.5,8.9,8.0,7.1,6.3,5.1,4.3,4.1
18045,0.0,4.2,5.3,12.7,11.8,9.6,8.4,9.8,7.0,5.9,5.8
18047,0.0,5.5,6.6,10.5,11.5,10.0,9.5,8.7,6.5,5.1,4.3
18049,0.0,4.8,6.6,12.7,11.4,9.2,8.4,8.3,6.3,4.8,4.7
18051,0.0,4.6,5.2,8.7,8.0,7.3,6.8,5.9,4.5,3.8,3.6
18053,0.0,6.2,7.6,11.7,11.6,10.4,9.7,9.0,6.9,5.4,4.9
18055,0.0,5.1,6.2,8.5,10.7,10.4,10.5,10.2,7.9,6.9,6.5
18057,1.0,2.9,3.8,6.6,6.7,5.8,5.3,5.0,4.1,3.4,3.2
18059,1.0,3.8,4.8,8.5,9.3,8.2,7.3,6.6,5.2,4.2,3.8
18061,1.0,4.5,5.9,9.2,9.9,8.9,7.7,7.0,5.6,4.6,4.2
18063,1.0,3.3,4.3,7.6,7.9,7.0,6.3,5.8,4.6,3.8,3.5
18065,0.0,5.8,7.0,12.7,13.9,11.5,10.1,8.8,6.8,5.3,4.6
18067,1.0,5.5,7.8,14.8,12.6,10.4,9.1,8.1,6.3,5.0,4.6
18069,0.0,4.7,6.7,12.8,11.9,9.8,8.8,7.7,5.8,4.4,4.0
18071,0.0,3.9,5.3,11.1,10.5,8.7,7.5,6.5,5.0,4.0,3.7
18073,1.0,4.7,5.8,10.2,10.4,9.1,8.1,7.7,6.7,5.8,5.3
18075,0.0,4.3,5.8,11.3,10.7,9.0,7.9,7.7,5.8,5.0,4.5
18077,0.0,4.9,6.1,10.9,11.3,9.8,8.5,7.9,6.1,4.8,4.7
18079,0.0,5.1,7.2,13.6,12.9,11.5,10.3,9.2,6.7,5.1,4.7
18081,1.0,3.5,4.7,8.3,8.8,7.7,7.0,6.2,5.0,4.1,3.6
18083,0.0,4.0,5.0,7.4,8.2,7.4,7.1,6.7,5.2,4.6,4.4
18085,0.0,4.4,6.5,12.4,11.0,8.9,7.7,6.6,4.9,4.1,3.7
18087,0.0,4.9,8.6,17.4,12.0,9.0,7.1,5.9,4.5,3.7,3.4
18089,1.0,5.2,6.2,10.6,10.8,9.6,9.1,9.1,7.9,6.8,6.3
18091,1.0,5.1,6.2,11.9,12.0,10.4,9.8,9.3,7.6,6.3,5.9
18093,0.0,6.5,8.3,13.2,12.7,11.6,11.0,10.1,8.1,6.6,5.7
18095,1.0,6.3,6.9,10.9,12.1,10.9,10.0,9.3,7.1,5.7,5.0
18097,1.0,4.5,5.6,9.3,10.5,9.9,9.2,8.5,6.5,5.1,4.5
18099,0.0,4.8,7.3,13.5,11.3,9.5,8.2,7.4,5.5,4.2,3.7
18101,0.0,3.9,4.9,7.3,7.5,7.5,7.1,6.3,5.4,4.2,4.1
18103,0.0,5.7,7.9,14.5,12.5,10.4,9.7,8.7,6.6,5.2,4.7
18105,1.0,3.7,4.5,6.5,7.9,7.5,7.3,6.8,5.7,4.9,4.6
18107,0.0,3.9,4.9,10.1,10.2,8.9,8.2,7.2,5.4,4.0,3.8
18109,1.0,4.2,5.8,9.2,10.4,9.4,8.4,7.6,5.8,4.7,4.2
18111,1.0,5.3,6.3,11.2,11.3,9.9,9.6,9.0,7.0,5.8,5.6
18113,0.0,5.4,8.5,17.2,13.2,10.1,8.6,7.3,5.2,4.3,4.1
18115,1.0,4.9,6.2,10.8,11.1,9.5,8.9,8.3,6.9,5.5,4.9
18117,0.0,5.1,6.4,10.7,12.8,11.8,10.8,9.9,7.7,6.0,5.1
18119,1.0,4.9,6.4,9.4,11.5,11.2,10.8,10.1,8.1,6.3,5.6
18121,0.0,5.0,6.0,10.0,10.9,10.5,10.2,9.2,7.0,5.7,5.2
18123,0.0,4.4,5.2,10.2,10.6,9.1,8.4,7.8,5.8,4.7,4.6
18125,0.0,4.3,5.6,9.6,9.5,7.8,7.4,6.8,5.1,4.4,4.3
18127,1.0,3.8,4.8,9.3,9.5,8.2,7.6,7.2,6.2,5.4,5.1
18129,1.0,4.3,4.9,8.2,7.8,6.9,6.8,6.3,4.8,4.0,3.9
18131,0.0,4.1,5.6,10.4,10.0,8.1,7.4,7.0,5.4,4.5,4.5
18133,1.0,5.3,6.7,10.9,11.6,10.8,9.9,8.7,6.6,5.1,4.5
18135,0.0,5.6,6.9,12.0,11.8,10.4,9.6,8.7,6.4,5.0,4.5
18137,0.0,4.5,6.0,10.8,11.2,9.5,9.0,8.6,6.6,5.4,4.6
18139,0.0,4.5,6.2,10.5,11.1,9.5,8.5,7.4,5.6,4.3,3.8
18141,1.0,4.9,6.6,11.5,11.6,10.1,9.5,8.7,6.5,5.0,4.5
18143,1.0,5.2,6.5,12.9,13.2,11.9,10.3,8.9,6.8,5.5,4.8
18145,1.0,4.3,5.9,10.4,11.0,9.5,8.4,7.3,5.7,4.5,4.0
18147,0.0,4.2,5.1,9.2,8.8,7.7,7.2,6.7,5.1,4.1,4.1
18149,0.0,5.9,7.8,14.2,13.3,11.4,10.6,9.5,7.2,5.9,5.4
18151,0.0,6.0,7.5,14.5,11.1,9.0,7.3,6.3,4.8,3.9,3.7
18153,1.0,5.5,6.7,9.9,10.1,9.3,9.3,9.1,7.2,6.2,5.9
18155,0.0,3.9,5.0,7.9,9.3,8.2,7.7,7.5,5.9,5.0,4.9
18157,1.0,3.9,4.7,9.1,8.9,7.5,7.0,6.6,5.0,4.2,4.1
18159,0.0,4.7,7.2,13.0,10.3,9.0,7.8,6.7,5.2,4.0,3.8
18161,1.0,4.7,6.2,10.2,10.3,8.8,8.1,7.2,5.6,4.5,4.0
18163,1.0,4.7,5.2,8.2,8.9,8.0,7.7,7.1,5.4,4.3,4.1
18165,1.0,5.6,7.2,12.1,12.9,11.7,11.4,10.7,8.6,7.1,6.6
18167,1.0,5.3,6.4,10.1,11.2,10.3,9.9,9.4,7.6,6.1,5.4
18169,0.0,4.8,7.5,13.1,11.4,9.6,8.5,7.6,5.6,4.8,4.3
18171,0.0,3.2,4.1,10.5,10.5,8.1,7.4,8.8,6.1,5.0,4.8
18173,1.0,3.9,4.6,7.7,8.0,7.1,6.8,6.3,4.9,4.1,4.0
18175,1.0,5.2,6.6,11.9,12.2,10.6,9.4,8.7,6.7,5.2,4.6
18177,0.0,5.4,7.1,12.3,12.8,11.1,9.9,8.7,6.5,5.3,4.8
18179,1.0,4.2,5.6,10.7,9.8,8.2,7.2,6.3,4.8,3.9,3.6
18181,0.0,4.4,5.8,11.1,10.5,8.7,7.8,6.9,5.1,4.1,4.0
18183,1.0,4.5,6.4,12.6,11.5,9.3,8.0,7.0,5.2,4.1,3.9
19000,,3.7,4.2,6.4,6.0,5.5,5.0,4.7,4.2,3.8,3.6
19001,0.0,3.5,4.1,5.8,5.5,4.9,4.4,4.2,4.0,3.2,2.9
19003,0.0,4.1,4.3,6.1,4.8,4.4,4.0,3.7,3.3,2.8,2.6
19005,0.0,4.8,6.5,10.2,7.8,7.2,6.4,6.3,5.6,4.9,4.9
19007,0.0,6.8,5.5,8.7,7.3,6.9,6.5,6.4,5.7,4.9,4.7
19009,0.0,3.9,4.5,5.8,5.6,5.7,4.8,4.9,4.3,4.0,3.3
19011,1.0,3.9,4.2,6.3,6.2,5.8,5.3,5.1,4.6,3.9,3.6
19013,1.0,3.7,4.1,6.1,6.2,5.8,5.4,5.1,4.9,4.6,4.6
19015,0.0,3.3,3.6,5.9,5.7,5.0,4.3,4.1,3.4,3.0,2.8
19017,1.0,3.1,3.6,5.4,4.9,4.4,3.8,3.8,3.7,3.5,3.6
19019,0.0,4.2,4.1,6.6,6.0,5.7,4.8,4.7,4.6,4.3,4.1
19021,0.0,3.2,3.6,5.2,4.7,4.5,4.2,4.0,3.9,3.7,3.5
19023,0.0,4.0,4.7,6.6,6.1,5.0,4.5,4.5,4.2,4.4,4.3
19025,0.0,3.3,3.5,5.2,6.0,5.7,5.5,5.2,4.8,4.4,3.8
19027,0.0,2.6,2.9,4.2,4.3,4.0,3.7,3.4,3.1,2.6,2.5
19029,0.0,4.1,4.6,6.8,6.3,6.0,5.2,5.0,4.3,3.7,3.2
19031,0.0,3.2,3.7,5.6,5.4,5.2,4.5,4.3,3.8,3.5,3.3
19033,0.0,3.9,4.8,6.9,6.8,6.1,5.6,5.4,4.6,4.0,3.6
19035,0.0,3.6,3.5,4.6,4.5,4.7,4.3,4.3,5.1,5.2,3.6
19037,0.0,4.2,4.9,8.9,7.4,6.3,5.2,5.0,4.7,4.5,4.4
19039,0.0,4.1,4.7,7.6,7.7,7.0,6.0,5.5,4.5,4.1,3.4
19041,0.0,3.1,3.5,6.8,5.9,5.4,5.0,4.5,4.2,3.7,3.8
19043,0.0,4.8,5.5,8.6,7.1,6.2,5.7,5.6,5.0,4.2,4.2
19045,0.0,3.7,4.3,7.3,7.0,6.6,6.1,5.8,5.2,5.0,4.9
19047,0.0,3.3,3.3,4.6,4.7,4.7,4.5,4.4,4.1,4.2,5.4
19049,1.0,2.9,3.3,4.9,4.6,4.3,3.9,3.6,3.3,2.9,2.6
19051,0.0,4.5,5.0,9.1,7.1,6.1,5.8,5.5,5.1,4.5,4.2
19053,0.0,4.1,3.8,6.7,6.1,5.0,4.4,4.5,3.8,3.3,3.2
19055,0.0,3.5,4.0,6.7,6.1,5.5,4.5,4.3,3.8,3.4,3.4
19057,0.0,4.4,5.9,8.0,7.4,6.7,6.1,6.0,5.0,4.8,4.9
19059,0.0,3.9,4.4,7.1,6.8,6.3,5.6,5.3,4.7,3.9,4.3
19061,1.0,4.0,4.4,6.6,5.8,5.1,4.5,4.5,4.1,3.7,3.5
19063,0.0,3.7,4.0,8.3,7.0,5.6,4.5,4.1,3.9,3.7,4.2
19065,0.0,4.4,5.4,8.6,7.1,6.2,5.4,5.3,5.0,4.6,4.4
19067,0.0,4.5,5.9,8.8,7.2,6.5,6.2,5.5,4.5,3.8,3.6
19069,0.0,3.5,4.5,7.4,6.2,5.1,4.5,4.4,3.9,3.4,3.4
19071,0.0,4.0,4.5,6.9,5.9,5.8,5.1,4.2,3.9,3.3,3.3
19073,0.0,3.5,3.9,5.9,5.9,5.6,5.0,4.7,4.0,3.5,3.1
19075,1.0,3.2,3.6,5.8,5.7,5.0,4.6,4.4,4.2,3.8,3.4
19077,1.0,3.8,4.4,6.3,6.5,6.1,5.6,5.2,4.4,3.8,3.6
19079,0.0,3.2,3.9,7.6,7.3,8.8,6.9,5.4,4.5,4.3,3.8
19081,0.0,3.8,6.4,10.0,6.6,5.6,4.6,4.0,3.3,2.7,2.7
19083,0.0,3.8,4.3,6.6,6.5,5.9,5.3,5.1,4.3,4.0,3.9
19085,1.0,4.2,4.2,5.0,5.6,5.5,5.0,4.5,4.0,3.4,3.4
19087,0.0,4.7,5.4,9.3,8.3,6.8,5.9,5.3,4.4,3.9,3.5
19089,0.0,3.6,4.7,8.8,6.3,5.3,4.6,4.6,4.0,3.6,3.6
19091,0.0,3.1,3.7,5.9,5.2,5.0,4.2,4.1,3.8,3.3,2.9
19093,0.0,3.3,3.9,5.4,5.1,4.9,4.0,4.0,3.6,3.1,2.5
19095,0.0,3.7,4.2,7.1,5.5,5.0,4.5,4.1,4.2,3.5,3.1
19097,0.0,4.7,5.2,8.4,7.2,6.5,5.5,5.4,5.0,4.2,4.2
19099,0.0,6.3,7.7,8.6,7.3,6.7,5.9,5.1,4.4,3.9,3.5
19101,0.0,4.1,4.5,8.6,7.1,6.0,5.3,5.0,4.3,3.9,3.6
19103,1.0,2.7,3.0,4.5,4.2,4.0,3.7,3.4,3.1,2.7,2.6
19105,1.0,4.1,4.5,7.2,6.4,5.8,5.3,5.3,4.9,4.2,4.2
19107,0.0,4.2,4.6,8.0,6.5,6.1,5.5,5.1,4.4,4.3,4.3
19109,0.0,3.6,4.0,5.9,5.1,4.4,3.9,3.6,3.2,2.9,2.6
19111,0.0,5.7,6.6,10.2,8.9,8.1,7.2,7.1,5.9,5.4,6.0
19113,1.0,3.7,4.1,6.1,6.0,5.7,5.2,5.0,4.4,3.8,3.6
19115,0.0,3.7,4.8,8.3,7.3,6.1,5.5,5.1,4.5,3.8,3.9
19117,0.0,3.9,4.1,6.4,6.1,5.3,4.8,4.7,3.9,3.6,3.1
19119,0.0,2.4,2.7,4.3,3.9,3.1,3.0,2.9,2.5,2.0,2.0
19121,1.0,4.1,4.8,6.7,6.4,6.0,5.6,5.1,4.5,3.9,3.5
19123,0.0,3.6,4.6,8.3,6.7,5.8,5.2,4.8,4.4,4.0,3.7
19125,0.0,3.6,4.0,6.7,5.9,5.4,4.8,4.5,3.8,3.3,3.0
19127,0.0,4.0,5.2,7.3,6.8,6.6,6.4,6.0,5.4,5.1,4.9
19129,1.0,3.7,3.7,4.6,5.2,4.9,4.6,4.4,4.4,4.1,3.6
19131,0.0,3.3,4.1,5.9,5.2,4.7,4.6,4.3,3.5,2.8,2.6
19133,0.0,5.5,5.4,7.5,7.2,6.9,6.4,5.7,5.0,4.4,4.1
19135,0.0,4.1,4.5,7.6,7.2,6.7,5.8,5.7,5.0,4.5,4.6
19137,0.0,6.2,5.8,8.9,8.1,5.9,5.1,4.9,4.1,3.6,3.5
19139,0.0,3.4,4.4,8.7,8.0,6.6,5.7,5.2,4.5,3.9,3.8
19141,0.0,3.0,3.3,5.3,4.7,4.2,3.8,3.6,3.2,2.9,2.8
19143,0.0,3.3,3.9,6.2,4.9,4.5,4.1,3.8,3.3,2.9,2.6
19145,0.0,4.6,4.8,8.6,6.8,5.7,5.4,5.3,4.4,4.2,5.0
19147,0.0,3.4,4.3,7.1,6.0,4.7,4.3,3.7,3.6,3.1,3.1
19149,1.0,3.0,3.4,4.7,4.5,4.5,4.1,4.0,3.4,2.8,2.5
19151,0.0,3.2,3.2,5.7,5.1,4.4,4.0,3.8,3.5,3.1,2.8
19153,1.0,3.5,4.1,6.1,6.0,5.7,5.2,4.8,4.2,3.7,3.4
19155,1.0,4.2,4.3,5.1,5.8,5.6,5.1,4.6,4.3,3.7,3.4
19157,0.0,3.9,4.6,6.8,5.8,5.6,4.9,4.6,4.2,3.6,3.4
19159,0.0,4.2,4.6,5.5,4.7,4.6,4.4,4.3,3.9,3.4,3.5
19161,0.0,3.4,3.7,5.1,4.7,4.4,4.2,4.2,3.9,3.4,3.0
19163,1.0,3.7,4.3,7.1,6.6,6.1,5.7,5.6,5.2,4.7,4.5
19165,0.0,3.2,3.1,4.0,4.5,4.3,3.8,3.8,3.1,2.9,2.9
19167,0.0,2.5,2.8,4.4,3.9,3.7,3.5,3.5,2.9,2.5,2.3
19169,1.0,2.8,3.2,4.7,4.2,3.9,3.6,3.3,2.9,2.5,2.3
19171,0.0,4.3,5.4,7.2,6.4,6.1,6.0,5.6,5.3,4.4,4.2
19173,0.0,4.1,4.0,6.9,5.6,4.7,4.1,3.8,3.7,3.2,2.9
19175,0.0,4.1,4.6,6.6,5.6,5.3,5.1,4.9,4.7,4.2,3.8
19177,0.0,4.3,4.9,8.8,7.3,6.3,5.8,5.5,4.5,4.1,3.6
19179,0.0,4.3,5.0,8.7,7.9,7.2,6.9,6.3,5.5,5.2,5.8
19181,1.0,3.3,3.8,5.9,5.6,5.2,4.8,4.5,3.9,3.5,3.2
19183,1.0,3.4,4.1,5.6,5.1,4.7,4.2,3.8,3.6,3.1,2.9
19185,0.0,4.5,4.2,6.3,6.2,5.5,5.4,5.2,5.0,4.0,3.8
19187,0.0,4.0,4.4,7.4,6.9,7.0,6.3,5.3,4.8,4.3,4.0
19189,0.0,3.5,6.5,9.4,6.7,6.0,5.3,4.8,4.2,4.0,3.4
19191,0.0,3.6,4.4,6.3,5.5,5.0,4.6,4.6,4.2,3.7,3.5
19193,1.0,3.9,3.9,5.7,6.6,5.7,5.2,4.8,4.4,3.8,3.5
19195,0.0,3.7,5.2,7.2,7.3,6.4,5.5,5.2,4.5,4.0,3.4
19197,0.0,3.9,4.5,7.4,7.2,6.9,5.4,4.5,4.1,3.9,4.1
20000,,4.2,4.6,6.9,7.1,6.5,5.7,5.3,4.5,4.2,4.0
20001,0.0,4.0,4.6,7.8,8.3,8.0,7.2,6.1,5.1,5.1,5.6
20003,0.0,4.7,4.8,7.6,7.7,7.6,6.5,5.8,5.2,4.8,4.3
20005,0.0,4.6,4.6,9.2,9.9,9.0,7.7,8.6,6.5,6.1,6.2
20007,0.0,3.2,3.3,4.5,4.5,4.0,3.9,4.0,3.1,4.2,3.7
20009,0.0,3.5,3.3,5.6,6.0,5.2,4.5,4.1,3.6,4.2,4.5
20011,0.0,4.4,4.9,7.0,9.0,9.0,7.7,6.5,5.3,4.8,4.8
20013,0.0,4.1,4.4,5.6,6.6,6.0,5.4,5.0,4.1,4.0,3.6
20015,1.0,4.1,4.4,7.3,7.8,7.0,6.2,5.5,4.9,4.3,4.2
20017,0.0,4.0,4.2,5.3,5.6,5.5,5.3,5.6,4.1,3.6,3.5
20019,0.0,4.7,4.6,8.8,9.0,8.2,6.5,6.2,5.4,5.7,5.2
20021,0.0,4.9,5.2,8.4,9.1,8.1,7.8,6.4,5.0,4.4,4.4
20023,0.0,3.5,3.2,3.5,4.1,4.3,3.6,3.4,3.1,2.7,2.8
20025,0.0,3.1,3.2,3.7,4.4,3.8,3.5,3.1,2.6,2.4,2.8
20027,0.0,3.4,3.4,4.5,5.5,5.7,5.2,5.0,4.4,4.3,4.1
20029,0.0,3.6,3.7,4.4,5.6,5.5,5.0,4.4,4.2,3.8,4.1
20031,0.0,4.5,4.7,5.8,7.6,7.8,7.0,5.9,5.7,5.7,6.2
20033,0.0,3.1,3.2,3.5,4.5,4.4,3.9,3.5,3.1,3.3,3.1
20035,0.0,4.0,4.5,6.9,7.8,7.0,6.2,5.8,4.6,4.6,4.4
20037,0.0,4.9,5.3,8.5,8.7,7.9,6.6,5.9,5.4,5.1,4.8
20039,0.0,3.1,3.1,3.7,5.0,4.8,4.4,4.0,3.5,3.6,3.9
20041,0.0,3.9,4.0,5.2,6.6,6.6,6.0,5.9,5.1,5.2,4.4
20043,1.0,4.8,5.6,10.4,8.8,7.8,6.3,5.4,4.5,4.3,3.9
20045,1.0,3.9,4.2,5.7,5.9,5.7,5.1,4.8,4.1,3.7,3.5
20047,0.0,3.4,2.8,4.2,5.3,4.5,4.0,3.7,3.3,3.0,3.0
20049,0.0,5.8,5.7,8.2,8.3,7.6,6.8,5.7,5.1,4.8,5.0
20051,0.0,2.8,3.0,3.9,3.9,3.5,3.4,3.1,2.8,3.0,3.1
20053,0.0,3.4,3.3,4.2,4.7,4.1,3.5,3.3,3.0,3.7,3.8
20055,0.0,3.4,3.5,4.4,4.6,4.3,4.5,4.3,3.4,3.5,3.1
20057,0.0,3.2,3.0,3.5,4.2,4.3,3.9,4.0,3.8,3.4,3.2
20059,0.0,5.1,5.6,9.2,9.0,8.4,7.3,6.1,5.1,4.6,4.2
20061,0.0,4.4,4.7,7.4,9.2,9.2,8.7,8.7,7.3,6.2,5.6
20063,0.0,3.0,2.8,3.0,3.4,3.3,3.0,3.3,2.6,2.5,2.4
20065,0.0,3.1,3.4,4.4,4.8,4.2,3.4,4.1,3.3,3.9,4.4
20067,0.0,2.8,2.9,3.9,4.3,4.2,3.9,3.6,3.4,3.6,3.6
20069,0.0,2.7,2.6,3.0,3.2,3.3,3.1,3.0,2.7,2.3,2.3
20071,0.0,3.3,3.8,3.8,3.4,3.1,3.1,2.4,2.1,2.1,2.1
20073,0.0,4.6,5.3,6.6,7.6,6.6,5.6,5.3,4.5,4.6,4.9
20075,0.0,3.4,3.4,3.9,3.1,2.8,2.7,2.9,2.3,1.9,2.7
20077,0.0,3.0,3.2,5.1,6.3,5.7,4.3,4.0,3.7,3.9,3.6
20079,1.0,3.7,3.9,7.0,7.2,6.1,5.4,4.9,4.3,3.9,4.2
20081,0.0,2.9,2.7,3.3,3.6,3.5,3.4,2.9,2.6,2.5,2.6
