key-for-ranking,Metro_2013,Unemployment_rate_2007,Unemployment_rate_2008,Unemployment_rate_2009,Unemployment_rate_2010,Unemployment_rate_2011,Unemployment_rate_2012,Unemployment_rate_2013,Unemployment_rate_2014,Unemployment_rate_2015,Unemployment_rate_2016
12053,1.0,5.9,8.8,13.3,13.5,12.5,10.6,9.0,7.9,7.0,6.0
12055,1.0,4.9,7.4,10.8,12.5,11.5,10.3,9.5,8.4,7.5,6.5
12057,1.0,4.2,6.5,10.6,10.7,9.6,7.9,6.6,5.8,5.1,4.4
12059,0.0,3.6,5.2,8.0,10.4,9.8,8.8,7.9,7.0,6.2,5.4
12061,1.0,5.7,8.2,12.9,13.9,12.7,11.0,9.6,7.9,6.9,6.0
12063,0.0,4.0,5.3,7.4,9.1,9.5,8.7,7.5,6.7,5.9,5.2
12065,1.0,3.4,5.2,8.1,9.9,10.1,9.2,7.8,6.6,6.0,5.3
12067,0.0,3.0,4.7,7.5,7.3,6.2,5.7,5.2,5.1,4.6,4.4
12069,1.0,4.2,6.6,11.1,11.8,10.6,8.8,7.4,6.4,5.5,4.9
12071,1.0,4.7,8.3,12.3,12.5,10.9,8.8,7.3,6.0,5.2,4.6
12073,1.0,3.1,4.7,7.1,7.9,7.8,7.0,6.1,5.5,5.0,4.5
12075,0.0,4.3,7.3,11.5,11.9,10.9,9.3,8.2,6.9,5.8,5.2
12077,0.0,2.8,4.4,5.8,8.8,9.2,7.9,6.7,6.7,5.9,5.1
12079,0.0,6.2,7.2,10.7,10.0,9.6,8.6,7.8,7.1,6.2,5.2
12081,1.0,4.2,7.2,11.6,11.4,10.0,8.1,6.7,5.7,5.1,4.6
12083,1.0,4.7,8.1,12.8,13.6,12.3,10.2,8.5,7.3,6.5,5.8
12085,1.0,4.4,7.1,11.0,10.8,9.9,8.3,7.2,6.1,5.4,4.8
12086,1.0,3.1,4.8,10.4,11.1,9.4,8.3,7.4,6.7,5.8,5.1
12087,0.0,2.7,4.2,6.8,7.8,7.0,5.7,4.8,4.1,3.5,3.2
12089,1.0,3.4,5.6,9.6,10.6,9.6,8.0,6.7,6.0,5.2,4.5
12091,1.0,3.1,4.7,7.2,8.4,7.8,6.7,5.7,5.2,4.5,4.0
12093,0.0,5.3,8.4,11.9,12.6,11.9,10.0,8.7,7.4,6.3,5.1
12095,1.0,3.8,6.0,10.4,10.8,9.8,8.2,6.8,5.8,5.0,4.3
12097,1.0,4.3,6.5,11.2,12.5,11.3,9.5,7.9,6.7,5.8,5.0
12099,1.0,4.4,6.8,10.7,11.0,10.0,8.5,7.1,5.9,5.1,4.7
12101,1.0,5.0,7.7,11.9,11.9,10.8,9.0,7.7,6.7,5.9,5.1
12103,1.0,4.2,6.6,10.8,10.8,9.7,8.0,6.6,5.8,5.0,4.3
12105,1.0,4.6,6.9,11.3,12.1,11.3,9.6,8.2,7.2,6.3,5.5
12107,0.0,4.8,7.6,11.8,13.4,12.8,11.8,10.4,8.7,7.7,6.4
12109,1.0,3.3,5.2,8.4,8.7,7.7,6.5,5.4,4.7,4.0,3.8
12111,1.0,5.8,8.9,13.4,13.8,12.6,10.9,10.0,8.0,6.4,5.8
12113,1.0,3.7,5.8,9.1,9.3,8.6,7.5,6.4,5.5,4.8,4.5
12115,1.0,4.6,7.4,11.3,11.6,10.2,8.4,7.0,5.8,5.1,4.5
12117,1.0,3.7,5.8,9.8,10.6,9.6,8.1,6.7,5.7,4.9,4.3
12119,1.0,3.6,5.8,9.1,13.3,12.2,10.5,9.3,8.4,7.7,7.2
12121,0.0,3.7,6.1,9.7,9.8,9.2,8.0,6.9,6.3,5.5,4.9
12123,0.0,4.3,6.7,10.8,10.6,10.1,9.0,7.8,6.9,6.7,5.4
12125,0.0,3.2,5.0,7.5,8.5,8.2,7.2,6.3,6.0,4.9,4.3
12127,1.0,4.2,6.8,10.8,12.3,11.2,9.5,8.2,6.8,5.9,5.1
12129,1.0,3.0,4.6,7.0,8.4,8.3,7.3,6.0,5.2,4.7,4.1
12131,1.0,2.8,4.6,7.6,9.4,8.5,7.3,6.1,5.3,4.7,4.3
12133,0.0,4.1,6.5,10.1,10.6,10.0,8.8,7.7,6.7,6.0,5.1
13000,,4.5,6.2,9.9,10.5,10.2,9.2,8.2,7.1,6.0,5.4
13001,0.0,5.3,7.0,10.1,11.8,12.4,11.2,10.7,8.8,7.3,6.4
13003,0.0,5.7,8.3,15.0,15.2,12.8,11.5,9.4,7.5,5.7,5.2
13005,0.0,4.8,6.2,9.4,10.6,10.5,9.7,8.4,6.9,5.7,5.2
13007,1.0,5.0,6.4,9.3,12.1,11.6,11.0,10.5,9.0,7.2,7.7
13009,0.0,5.6,7.8,12.4,15.4,13.8,11.6,10.1,8.7,7.7,6.8
13011,0.0,3.0,4.5,7.6,9.7,9.2,8.2,7.9,6.6,5.6,4.8
13013,1.0,4.2,6.3,10.6,10.8,9.9,8.6,7.4,6.3,5.3,4.7
13015,1.0,4.9,7.1,12.1,12.2,11.5,9.9,8.7,7.1,5.9,5.1
13017,0.0,6.9,10.8,15.6,15.9,15.6,13.9,12.5,9.9,9.0,8.2
13019,0.0,4.3,7.0,13.0,13.0,12.5,10.2,9.5,8.5,7.2,6.1
13021,1.0,5.2,6.5,9.7,11.6,11.5,10.5,9.3,8.0,6.7,5.9
13023,0.0,5.2,7.3,10.0,12.5,13.3,12.6,14.0,11.2,8.5,7.9
13025,1.0,4.5,6.4,10.9,12.7,13.2,12.0,10.6,9.2,7.4,6.7
13027,1.0,4.3,5.7,8.6,9.6,10.0,9.2,8.3,7.2,6.1,5.2
13029,1.0,3.4,4.9,7.8,9.6,9.4,8.3,7.4,6.4,5.3,4.8
13031,0.0,4.3,6.1,9.4,10.1,10.5,9.8,8.7,7.3,6.1,5.7
13033,1.0,7.7,8.7,11.9,12.2,12.7,12.4,12.0,10.0,8.1,7.7
13035,1.0,5.2,7.5,12.0,11.5,11.4,10.3,9.3,7.5,6.6,5.6
13037,0.0,6.6,8.0,11.2,8.8,8.4,7.8,8.1,6.9,6.2,5.6
13039,0.0,4.0,5.6,8.9,9.9,9.6,8.6,7.8,6.6,5.5,5.7
13043,0.0,4.4,6.3,9.3,8.8,9.6,8.7,8.2,6.9,5.7,4.8
13045,1.0,4.8,6.7,11.0,11.7,11.4,10.3,9.6,8.2,6.7,6.0
13047,1.0,3.6,5.1,8.4,8.6,8.2,7.5,6.7,6.1,5.2,4.8
13049,0.0,4.7,6.7,10.9,10.6,10.6,9.3,8.4,7.3,6.4,5.6
13051,1.0,4.0,5.6,8.6,9.9,10.0,9.2,8.3,7.3,5.8,5.2
13053,1.0,9.4,12.2,14.8,10.9,11.6,11.7,11.0,9.7,8.7,8.3
13055,0.0,5.9,9.8,13.3,11.7,11.0,10.2,9.0,7.6,6.2,6.3
13057,1.0,3.6,5.3,8.9,8.8,8.2,7.1,6.1,5.5,4.7,4.2
13059,1.0,3.9,5.1,7.6,9.3,9.3,8.7,7.8,6.9,6.1,5.5
13061,0.0,5.6,7.2,8.6,11.6,12.3,12.5,11.4,11.3,11.8,10.3
13063,1.0,5.7,7.6,11.8,13.5,13.4,12.0,10.8,9.3,7.6,6.6
13065,0.0,5.3,7.2,11.0,11.1,11.0,9.7,9.2,8.3,7.0,6.1
13067,1.0,4.0,5.6,9.1,9.3,8.8,7.7,6.7,5.9,5.1,4.6
13069,0.0,5.9,8.3,15.4,15.8,12.9,11.4,9.9,8.1,6.7,5.8
13071,0.0,4.5,6.0,9.1,9.7,9.5,8.8,8.8,8.1,6.4,5.2
13073,1.0,3.8,4.8,6.9,7.3,7.3,7.0,6.5,5.8,5.0,4.6
13075,0.0,5.6,7.7,12.8,11.7,11.3,9.5,8.5,8.1,6.7,5.4
13077,1.0,4.0,5.7,9.8,9.7,9.1,8.0,7.0,6.1,5.3,5.0
13079,1.0,4.7,6.0,10.0,11.4,10.8,9.8,8.8,7.5,6.3,5.9
13081,0.0,5.8,7.7,12.2,14.2,13.9,12.5,11.2,8.8,6.8,6.0
13083,1.0,4.2,5.7,10.5,8.7,8.0,7.6,7.1,6.3,5.5,5.0
13085,1.0,3.7,5.9,10.0,10.9,10.1,8.6,7.4,6.1,5.1,4.7
13087,0.0,6.0,7.6,12.7,12.4,12.0,10.1,9.5,8.1,6.8,6.6
13089,1.0,4.8,6.4,10.0,10.8,10.5,9.4,8.4,7.2,6.0,5.4
13091,0.0,5.0,6.7,10.7,13.0,12.3,11.5,11.4,9.7,8.4,7.2
13093,0.0,5.3,6.7,9.9,11.6,13.1,11.5,11.5,9.6,7.5,5.8
13095,1.0,5.6,7.0,10.5,12.6,12.2,11.3,10.3,9.2,7.7,6.8
13097,1.0,4.6,6.4,10.8,11.2,10.9,9.6,8.6,7.4,6.3,5.5
13099,0.0,5.6,6.6,10.5,11.7,11.5,10.2,9.1,8.9,6.9,6.8
13101,1.0,3.1,4.3,7.2,8.2,8.1,7.4,6.3,5.8,4.7,4.3
13103,1.0,3.3,4.8,8.2,9.6,9.3,8.4,7.2,6.2,5.1,4.8
13105,0.0,5.7,8.3,12.2,14.9,16.1,12.6,10.8,8.6,7.4,6.5
13107,0.0,5.2,7.4,10.7,12.9,13.3,12.4,12.5,10.4,8.8,7.7
13109,0.0,4.3,6.3,8.8,9.1,9.1,8.6,7.6,6.4,5.6,4.9
13111,0.0,3.7,6.2,10.5,11.7,11.3,10.2,9.0,7.6,6.2,5.3
13113,1.0,3.8,5.2,8.4,8.2,8.0,7.6,6.7,6.1,5.2,4.7
13115,1.0,4.7,6.5,10.5,11.8,12.1,10.9,9.5,7.9,6.7,6.0
13117,1.0,3.3,4.8,8.2,8.0,7.4,6.6,5.9,5.2,4.5,4.2
13119,0.0,4.9,7.0,11.9,12.7,12.2,11.3,9.8,8.1,6.3,5.2
13121,1.0,4.8,6.4,10.1,10.5,10.2,9.1,8.1,7.0,6.0,5.4
13123,0.0,3.6,5.9,10.4,11.3,11.8,10.6,9.0,7.2,6.0,5.7
13125,0.0,5.1,6.8,11.4,11.0,10.6,9.7,9.5,8.0,6.7,6.0
13127,1.0,3.6,5.0,8.5,10.0,10.4,9.5,8.5,7.4,6.1,5.3
13129,0.0,4.7,7.4,13.0,12.7,11.7,9.8,8.9,7.3,5.9,5.6
13131,0.0,4.0,6.0,9.7,10.5,9.5,8.6,7.7,7.3,6.0,5.4
13133,0.0,5.3,6.8,11.3,13.2,12.3,11.1,9.9,8.2,6.6,6.0
13135,1.0,4.0,5.6,9.0,9.2,8.7,7.8,6.9,6.0,5.2,4.7
13137,0.0,4.0,5.7,10.0,10.7,10.5,9.5,8.0,6.9,5.7,5.3
13139,1.0,3.6,5.4,9.4,9.6,8.9,7.8,6.8,5.9,4.9,4.5
13141,0.0,8.4,13.0,19.6,22.9,19.8,17.0,14.7,11.7,9.8,8.3
13143,1.0,4.7,6.6,12.0,12.3,11.6,10.2,9.3,7.9,6.5,5.8
13145,1.0,3.6,4.7,7.3,7.7,7.4,7.2,6.5,6.0,5.2,4.9
13147,0.0,6.5,8.8,13.5,11.5,11.2,10.3,9.2,7.5,6.2,5.3
13149,1.0,5.0,7.6,13.0,12.1,11.3,10.3,9.4,7.9,6.4,5.9
13151,1.0,4.3,6.1,9.7,10.3,10.3,9.4,8.4,7.2,6.2,5.5
13153,1.0,3.9,5.2,7.2,8.5,8.5,8.0,7.5,6.8,5.8,5.3
13155,0.0,6.0,9.9,15.1,14.7,13.8,11.7,10.6,9.5,8.4,7.8
13157,0.0,4.1,6.2,11.1,10.5,9.6,8.2,6.9,5.8,4.8,4.2
13159,1.0,4.8,8.3,12.5,11.7,11.0,9.8,8.3,6.6,5.5,4.8
13161,0.0,6.8,9.8,13.8,12.8,12.6,11.5,9.9,8.1,6.7,6.3
13163,0.0,7.1,9.8,14.5,14.1,13.3,13.2,14.0,11.2,9.0,7.4
13165,0.0,8.9,15.7,19.5,15.2,14.3,13.7,12.3,9.9,8.3,7.5
13167,0.0,5.8,8.0,12.5,10.8,11.1,10.0,9.8,8.6,7.0,6.1
13169,1.0,4.2,5.8,8.6,9.7,9.2,8.5,7.3,6.3,5.5,4.8
13171,1.0,5.0,7.4,13.6,14.2,13.7,12.1,11.3,9.5,7.7,6.5
13173,1.0,3.7,5.8,9.1,10.5,10.5,9.4,8.6,8.0,6.7,5.7
13175,0.0,5.0,7.1,11.2,13.2,13.8,12.3,10.8,9.2,7.6,6.6
13177,1.0,3.6,4.5,7.2,9.0,8.5,7.7,6.9,6.2,5.3,4.7
13179,1.0,5.2,6.0,8.5,9.0,9.3,8.9,8.5,7.6,6.3,5.8
13181,1.0,5.8,7.1,10.9,11.5,11.6,10.8,10.0,8.3,6.7,5.9
13183,1.0,3.7,4.4,6.5,8.4,8.9,8.5,8.1,7.4,5.9,5.4
13185,1.0,3.8,5.4,8.5,9.6,9.9,9.1,8.0,7.2,5.9,5.3
13187,0.0,4.1,7.0,11.7,10.4,9.8,8.4,7.4,6.3,5.4,4.8
13189,1.0,6.3,7.8,11.4,13.2,13.3,12.6,11.3,9.9,8.3,7.3
13191,1.0,4.1,5.9,10.1,10.6,10.6,9.8,9.0,7.8,6.5,5.8
13193,0.0,7.3,8.4,12.4,13.2,13.8,13.3,12.8,11.7,9.2,8.2
13195,1.0,3.7,5.2,8.7,10.4,10.1,8.9,7.6,6.7,5.6,4.9
13197,1.0,4.7,6.2,9.9,10.7,10.4,10.0,8.8,7.7,8.4,7.3
13199,1.0,5.9,8.5,13.8,13.7,13.4,12.0,10.8,9.7,8.0,6.8
13201,0.0,4.4,4.9,8.7,10.4,9.2,8.2,7.3,6.3,5.4,5.4
13205,0.0,5.1,6.8,10.0,10.8,10.0,8.9,8.6,7.8,6.7,6.5
13207,1.0,4.1,5.6,9.1,10.2,9.7,8.6,8.0,6.7,5.8,5.1
13209,0.0,4.6,7.3,9.0,12.0,13.2,11.6,11.4,10.3,8.7,7.4
13211,1.0,4.3,6.0,10.0,10.4,10.0,9.0,8.1,6.5,5.5,5.0
13213,1.0,4.5,7.4,13.0,13.8,13.9,12.8,11.2,9.3,7.4,7.1
13215,1.0,5.2,6.2,9.1,10.1,10.0,9.8,9.3,8.4,7.5,6.8
13217,1.0,5.2,7.5,12.2,12.7,12.3,11.0,9.7,8.2,6.8,6.0
13219,1.0,3.0,4.0,6.2,7.1,7.0,6.3,5.6,5.0,4.4,4.1
13221,1.0,3.8,5.2,8.5,9.6,9.7,8.5,7.6,6.6,5.5,4.8
13223,1.0,4.1,5.9,10.1,10.0,9.5,8.3,7.2,6.1,5.2,4.6
13225,1.0,5.4,7.1,10.3,12.1,11.8,11.1,10.7,9.4,7.9,7.0
13227,1.0,3.7,5.9,10.6,11.0,10.5,9.1,8.0,6.6,5.3,4.8
13229,0.0,3.9,5.4,9.4,10.4,10.7,9.5,8.5,7.4,6.2,5.3
13231,1.0,4.2,6.6,11.0,10.7,10.2,9.2,8.5,7.0,5.7,5.2
13233,0.0,4.4,6.3,10.8,12.0,11.5,10.0,8.9,7.8,6.6,6.1
13235,1.0,4.0,5.3,7.8,9.2,9.6,9.0,8.8,7.8,6.6,5.8
13237,0.0,4.4,7.1,11.0,12.9,13.0,11.5,10.3,9.0,8.1,7.0
13239,0.0,5.4,8.6,11.9,10.0,10.2,9.5,8.2,8.3,6.9,7.2
13241,0.0,5.8,6.4,10.4,11.8,12.4,11.5,9.9,8.1,6.7,5.9
13243,0.0,6.4,8.4,12.2,12.2,12.8,12.5,10.3,9.7,9.1,8.4
13245,1.0,6.1,7.2,10.1,11.0,11.2,10.6,9.8,8.7,7.4,6.7
13247,1.0,5.0,6.9,11.1,11.3,11.2,10.2,9.1,7.8,6.5,5.8
13249,0.0,5.9,6.6,12.7,12.1,11.5,10.4,9.2,7.6,6.7,6.3
13251,0.0,4.8,7.8,14.2,17.0,15.8,13.8,12.6,10.0,8.3,7.5
13253,0.0,5.4,7.3,10.8,12.5,12.6,10.9,10.2,9.4,8.1,7.8
13255,1.0,5.6,8.5,14.2,14.9,14.0,12.5,11.5,9.4,8.0,6.8
13257,0.0,4.8,6.2,10.6,12.3,11.9,10.5,9.1,7.6,6.5,5.9
13259,0.0,6.3,7.8,10.6,10.3,9.8,9.3,8.7,7.4,6.9,6.4
13261,0.0,7.1,7.7,13.0,13.3,12.6,11.9,11.3,9.4,8.3,7.5
13263,0.0,6.4,6.6,9.4,10.1,10.5,10.1,9.3,7.8,7.7,6.7
13265,0.0,7.9,8.1,14.5,18.0,15.7,14.2,11.9,10.8,7.8,6.9
13267,0.0,4.8,6.6,9.0,9.1,8.8,8.3,7.9,6.9,6.2,5.3
13269,0.0,5.9,7.5,11.9,14.5,14.4,13.4,11.7,10.2,9.2,7.5
13271,0.0,7.7,10.7,13.9,14.7,13.2,11.8,11.4,9.7,8.7,8.3
13273,1.0,6.0,6.6,10.4,12.2,12.0,10.9,9.8,8.0,7.5,6.5
13275,0.0,4.1,5.8,9.2,11.2,10.4,9.7,9.0,8.7,7.2,6.2
13277,0.0,5.3,7.1,11.0,12.0,12.1,10.1,8.5,7.3,6.1,5.4
13279,0.0,4.7,7.2,9.9,12.3,13.4,11.8,11.0,9.8,8.7,7.8
13281,0.0,3.7,5.9,8.7,12.9,12.5,11.3,10.6,9.2,7.9,6.8
13283,0.0,5.8,8.5,11.4,12.1,13.3,13.5,12.3,10.6,8.5,7.7
13285,0.0,5.7,8.1,12.9,11.5,11.0,9.8,8.6,7.3,6.1,5.1
13287,0.0,6.6,8.1,14.1,16.6,14.3,11.7,10.0,7.9,6.8,6.5
13289,1.0,5.6,6.9,11.1,15.5,15.5,14.9,13.7,11.1,9.1,8.7
13291,0.0,3.6,5.8,9.5,11.0,10.2,8.8,7.9,6.6,5.3,4.7
13293,0.0,6.4,8.3,12.9,12.2,11.6,10.7,9.8,8.9,7.2,6.4
13295,1.0,4.4,6.6,10.9,10.3,9.8,9.0,8.1,7.2,6.0,5.6
13297,1.0,4.6,6.4,10.4,10.6,10.4,9.1,7.8,6.4,5.4,4.9
13299,0.0,4.9,6.6,10.9,11.0,11.3,10.1,9.4,7.9,6.5,5.4
13301,0.0,7.5,10.2,18.1,17.2,16.6,15.0,12.0,9.6,7.8,6.9
13303,0.0,5.6,7.9,13.7,14.5,12.7,10.3,9.6,8.1,7.0,6.3
13305,0.0,5.4,7.7,11.8,12.0,12.1,10.7,9.8,8.7,7.2,6.8
13307,0.0,4.5,5.2,10.0,12.8,11.4,9.9,9.3,8.7,9.4,8.6
13309,0.0,5.1,7.1,9.6,15.1,14.7,13.3,12.6,12.3,10.9,8.9
13311,0.0,3.6,5.5,9.8,10.2,9.9,8.7,7.4,6.2,5.2,4.6
13313,1.0,4.6,7.6,12.8,11.9,11.8,10.6,9.6,7.8,6.4,6.1
13315,0.0,5.8,8.2,12.0,12.4,12.8,11.6,11.1,9.1,7.9,7.2
13317,0.0,6.6,8.3,11.9,13.2,13.9,12.2,11.2,9.3,7.2,6.6
13319,0.0,5.4,6.9,11.1,14.0,12.9,11.5,10.3,8.6,7.3,6.3
13321,1.0,5.3,6.7,10.1,12.1,11.5,10.2,9.2,7.8,6.5,5.8
15000,,2.8,4.3,7.2,6.9,6.8,6.0,4.9,4.4,3.6,3.0
15001,0.0,3.6,6.0,10.2,9.9,9.8,8.3,6.7,5.5,4.4,3.7
15003,1.0,2.6,3.8,6.0,6.0,5.9,5.4,4.4,4.1,3.3,2.8
15007,0.0,2.7,4.8,9.8,8.8,8.7,7.3,5.7,4.8,4.0,3.2
15009,1.0,2.9,4.9,9.1,8.5,7.9,6.4,5.2,4.5,3.7,3.1
16000,,3.1,5.1,8.8,9.0,8.3,7.2,6.1,4.8,4.2,3.8
16001,1.0,2.7,4.9,8.9,8.3,7.3,6.2,5.2,4.1,3.7,3.3
16003,0.0,5.8,10.6,16.3,18.5,17.9,14.9,13.6,10.0,7.7,7.0
16005,1.0,3.0,4.7,7.8,8.0,7.5,6.9,5.8,4.5,4.0,3.6
16007,0.0,2.3,3.3,5.9,7.4,6.1,5.6,5.1,4.5,4.5,4.6
16009,0.0,6.2,10.1,15.0,13.6,13.3,12.2,10.1,8.1,6.6,6.0
16011,0.0,2.7,4.0,6.6,7.2,7.1,6.4,5.9,4.5,4.1,3.5
16013,0.0,2.3,3.9,8.4,9.5,8.7,7.0,5.7,4.5,3.6,3.2
16015,1.0,3.4,6.0,9.0,10.6,10.2,9.5,8.1,6.5,6.4,5.3
16017,0.0,3.9,6.6,11.1,12.9,12.3,10.5,8.8,7.1,6.0,5.4
16019,1.0,2.2,3.6,6.4,7.0,6.9,6.3,5.4,4.2,3.5,3.2
16021,0.0,6.2,8.8,13.6,13.4,11.6,9.4,8.0,6.0,5.6,5.3
16023,1.0,2.5,4.3,5.7,7.2,8.2,8.2,6.9,5.3,4.6,4.2
16025,0.0,2.6,4.4,10.5,12.8,12.4,9.1,6.5,5.4,3.5,3.6
16027,1.0,3.7,6.5,11.3,11.3,10.6,9.1,7.5,5.9,5.0,4.4
16029,0.0,2.9,3.7,6.7,7.8,7.5,6.1,5.3,4.2,4.2,3.6
16031,0.0,3.2,3.9,6.0,7.1,6.6,5.8,5.2,4.2,3.4,3.0
16033,0.0,2.3,3.5,6.0,9.3,8.9,7.5,6.4,4.7,3.8,3.3
16035,0.0,7.5,11.0,14.8,14.6,13.7,12.6,11.3,9.3,8.1,7.4
16037,0.0,3.4,4.6,6.1,8.2,7.9,8.1,8.4,6.8,6.7,5.2
16039,0.0,3.9,5.7,8.5,8.6,8.3,7.5,6.7,5.2,4.8,4.2
16041,1.0,2.2,3.4,5.5,5.3,5.4,4.6,4.2,3.4,3.2,3.1
16043,0.0,3.3,5.0,8.9,8.7,7.7,6.2,5.2,4.0,3.7,3.4
16045,1.0,3.8,7.1,11.7,11.4,10.8,9.4,7.8,5.9,5.3,4.7
16047,0.0,2.2,3.5,6.2,7.5,6.8,5.7,4.9,4.0,3.5,3.1
16049,0.0,5.1,7.6,11.1,12.5,12.3,10.9,9.9,7.5,6.3,5.7
16051,1.0,2.5,3.8,7.0,7.1,6.9,6.1,5.1,4.0,3.5,3.1
16053,0.0,2.9,4.3,7.1,8.1,7.6,6.5,5.3,4.0,3.3,3.2
16055,1.0,3.4,5.8,10.1,10.9,10.1,8.8,7.3,5.8,5.1,4.7
16057,0.0,2.8,4.2,6.8,6.6,6.3,5.8,4.9,4.0,3.5,3.2
16059,0.0,4.6,6.9,9.0,10.2,10.3,9.8,9.4,7.8,7.1,6.2
16061,0.0,2.6,3.9,6.1,6.7,6.2,5.4,5.0,4.5,5.8,6.3
16063,0.0,3.5,5.6,12.0,13.1,11.9,9.2,7.6,5.7,4.6,4.5
16065,0.0,2.2,3.6,6.1,5.4,5.3,4.6,4.1,3.2,2.7,2.4
16067,0.0,3.9,4.6,6.7,7.4,6.9,6.1,5.5,4.6,3.7,3.2
16069,1.0,3.0,4.6,6.8,6.7,6.4,5.8,5.0,4.0,3.7,3.3
16071,0.0,1.8,3.5,6.3,6.0,5.8,4.9,4.3,3.8,3.6,3.6
16073,1.0,1.9,3.1,4.5,4.2,4.3,4.1,3.8,3.6,4.8,4.6
16075,0.0,4.2,6.0,9.9,9.7,9.0,7.9,6.5,5.6,5.0,4.7
16077,0.0,4.0,5.3,8.1,9.2,8.8,7.8,6.6,4.9,4.7,4.1
16079,0.0,5.3,8.4,14.1,15.9,14.5,13.1,12.1,9.9,7.9,7.2
16081,0.0,1.7,2.9,6.9,7.9,6.7,5.9,5.0,4.0,3.5,3.2
16083,0.0,2.8,4.1,7.0,8.5,7.9,6.9,5.7,4.3,3.7,3.4
16085,0.0,4.2,9.0,14.4,15.7,14.1,11.2,10.2,7.5,6.2,5.5
16087,0.0,4.2,5.8,9.9,10.3,9.8,8.4,7.4,6.6,5.9,5.5
17000,,5.0,6.3,10.2,10.4,9.7,9.0,9.0,7.1,6.0,5.8
17001,0.0,3.9,4.8,7.3,7.7,6.9,6.5,6.8,5.3,5.0,4.8
17003,1.0,8.2,9.5,12.3,11.7,12.9,11.9,12.7,10.6,9.1,9.3
17005,1.0,5.1,6.6,9.9,10.0,9.3,8.9,8.7,6.5,5.3,5.1
17007,1.0,6.5,9.3,15.4,13.8,11.8,10.4,10.1,7.8,6.5,6.4
17009,0.0,2.7,3.8,4.5,7.0,6.2,5.9,6.2,4.2,3.5,3.4
17011,0.0,4.8,6.1,10.5,10.8,9.9,9.2,9.2,7.3,6.4,6.0
17013,1.0,6.6,7.2,10.0,10.0,9.7,10.0,9.8,8.2,6.7,6.2
17015,0.0,5.0,6.5,10.9,10.4,9.0,8.2,8.0,6.4,5.4,5.6
17017,0.0,4.3,5.3,6.9,8.3,8.2,8.4,9.1,6.9,5.6,5.5
17019,1.0,4.2,5.5,8.3,8.2,7.8,7.3,7.4,6.0,5.2,5.1
17021,0.0,5.0,6.5,10.0,10.1,9.6,9.3,9.7,7.5,6.6,6.4
17023,0.0,5.5,7.9,13.1,11.7,10.4,9.6,9.3,7.1,6.2,5.8
17025,0.0,5.5,7.2,12.6,11.3,10.6,9.6,9.9,7.9,7.0,6.8
17027,1.0,4.7,6.1,8.5,7.3,6.7,6.6,6.8,5.4,4.5,4.5
17029,0.0,4.3,6.1,9.1,9.8,9.4,8.8,8.8,6.7,6.0,5.9
17031,1.0,5.3,6.4,10.5,10.9,10.4,9.6,9.6,7.5,6.2,6.0
17033,0.0,5.4,6.5,9.9,8.5,7.3,7.7,8.3,6.4,5.9,6.2
17035,0.0,5.0,7.1,9.8,9.2,8.6,7.8,7.8,5.9,5.2,5.2
17037,1.0,4.3,5.8,10.0,10.5,9.3,8.4,8.2,6.5,5.6,5.4
17039,1.0,4.8,5.9,8.5,8.7,8.5,8.1,8.3,6.6,5.5,5.7
17041,0.0,4.2,5.8,8.7,8.8,8.1,7.2,7.0,5.8,4.9,4.7
17043,1.0,3.9,5.0,8.6,8.9,8.2,7.5,7.4,5.8,4.8,4.7
17045,0.0,5.1,6.9,10.3,11.2,10.5,9.7,9.5,7.1,6.2,6.0
17047,0.0,4.9,6.3,9.1,8.7,8.1,7.8,8.6,6.7,5.9,5.8
17049,0.0,4.0,5.5,8.0,7.9,6.9,6.5,6.9,5.4,4.8,4.7
17051,0.0,6.2,7.8,11.0,10.1,9.2,9.0,9.2,7.5,6.5,6.6
17053,1.0,4.9,6.1,10.0,9.4,8.7,7.7,7.6,6.0,5.4,5.5
17055,0.0,7.8,9.2,13.0,12.3,11.2,10.6,11.9,9.2,8.0,8.1
17057,0.0,5.3,6.5,11.4,11.7,10.5,9.9,10.9,8.5,7.6,7.4
17059,0.0,6.2,8.0,10.0,9.6,8.9,8.4,9.4,7.1,6.6,7.6
17061,0.0,5.0,6.0,8.4,9.3,8.7,8.4,8.6,6.7,6.1,5.8
17063,1.0,5.7,7.2,12.2,13.3,12.7,11.5,11.6,8.8,7.0,6.7
17065,0.0,5.6,6.8,9.4,9.4,8.6,7.9,7.8,5.9,5.5,6.3
17067,0.0,5.4,6.8,11.1,10.6,9.2,8.3,8.5,6.4,6.1,6.5
17069,0.0,8.1,9.2,11.0,10.8,10.8,10.5,11.4,8.7,8.4,9.7
17071,0.0,5.3,7.2,9.6,9.3,8.0,8.0,7.9,6.3,6.0,6.1
17073,1.0,4.8,6.0,9.2,9.1,7.8,7.4,7.7,6.6,6.1,6.0
17075,0.0,5.0,6.6,9.6,10.1,9.2,8.5,8.5,6.4,5.6,5.5
17077,1.0,4.6,5.6,7.3,8.2,8.0,7.8,7.9,6.4,5.5,5.4
17079,0.0,5.1,6.5,9.2,8.9,7.8,7.6,7.9,6.4,6.2,6.3
17081,0.0,4.9,6.2,9.6,10.2,9.3,9.2,9.5,7.4,6.7,6.4
17083,1.0,5.4,6.3,9.4,9.2,8.9,9.0,9.0,7.1,6.3,5.8
